,,,,,,
,search:,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
broad category,narrow category,sp,ab,definition 1,definition 2,definition X
grammar,case,ob,C.NOM,"nomanitive, transitive subject, agent, actor",intransitive subject (descresional),
grammar,case,um,C.ACC,"accusative, transitive object, patient, content, theme",intransitive subject (descresional),
grammar,case,ip,C.REC,"recipient, tawa",,"recipient, to"
grammar,case,es,C.BEN,beneficiary (for),,for
grammar,case,un,C.LOT,"locative, temporal (at)
",,at
grammar,case,oc,C.EXD,"extent, duration (over, for)",,over/for
grammar,case,ad,C.MNR,manner,,-ingly
grammar,case,en,C.INT,instrumental (using),,"use, using, with, by means of, kepeken"
grammar,case,in,C.COM,"comitativeitive (accompaniment, with)",,with
grammar,case,om,C.ABS,"abessive (lack, without), weka",,"without, weka"
grammar,case,on,C.ABV,"ablative (from, origin, moving away from)",material/state transformed from,from
grammar,case,ec,C.ALV,"allative (to, destination, moving toward), tawa",material/state transformed to,"to, testionation, directed towards"
grammar,case,ig,C.PRB,"perbative (path), nasin",,"path, way"
grammar,case,ap,C.PRP,"purposive (motive, intent, goal)",,"intent, intention"
grammar,case,an,C.CSL,"causal (X made Y Z,  X caused Y to Z)",,cause (see ga)
grammar,case,al,C.VOC,vocative case (identifies the addressee),,
grammar,case,ug,C.AFV,"affective case (the speakers subjective state, attitude, emotion regarding the situation of the clause)",,
grammar,case,iv,C.ASV,"assessive case (the speakers evaluation, assesment, judgement about the situation of the clause)",,
grammar,comparitives,ic,CP.CRE,comparee of comparitive clause,,
grammar,comparitives,ov,CP.STD,standard of comparitive clause,,standard
grammar,comparitives,ev,CP.PAR,"comparative parameter (what is being compared: height, etc…)",,
grammar,,as,,,,
grammar,,ep,,,,
grammar,possessives,gu,P.ALB,alienable,,
grammar,possessives,fe,P.INL,inalienable,,
grammar,possessives,pa,P.TRN,transient,,
grammar,possessives,hu,P.ASC,associative,,
grammar,possessives,tu,P.ABT,abstract,,
grammar,mood,me,M.IMP,imperative,,"told to, ordered, suggested"
grammar,mood,bi,M.NPM,negative imperitive,,"told not to, warned against, forbid"
grammar,mood,zu,M.CQN,content question,,questioned
grammar,mood,ca,M.PQN,polar question,,
grammar,interactionals,si,M.AFA,affermative answer,,
grammar,interactionals,ko,M.NGA,negative answer,,
grammar,interactionals,ge,M.CLA,compliant answer,,
grammar,interactionals,po,M.GRT,greting,,greeted
grammar,verbs,vo,V.INT,intransitive (SV),"absolute comparitive index (combines with an absolute comparison, eg. is big).",
grammar,verbs,do,V.TRN,transitive (AVO),"relative comparitive index. combines with a relative comparision (more, less, the same)",
grammar,verbs,hi,V.RFV,reflexive,,"self, themself"
grammar,verbs,ji,V.RCL,reciprocal,,eachother
grammar,verbs,ru,,verb adjunct suffix,,
grammar,aspect,va,A.PER,perfective,we,"completed, gon"
grammar,aspect,mu,A.IMP,imperfective,describes actions as ongoing or lacking a defined endpoint,"ongoing, in progress"
grammar,aspect,pe,A.PRG,progressive,describes actions as actively in progress at a specific time,
grammar,aspect,za,A.HAB,habitual,describes actions as occuring regularly or as part of a routine,"routine, habit, habitual"
grammar,modality,na,MDY.PRE,prediction (will),,"prediction, kama"
grammar,modality,zi,MDY.OBL,"obligation (ought to, should, are expected to, supposed to, required to)",,"obligation, wile"
grammar,modality,fi,MDY.NEC,"necessity (must, need to)",,"need, wile"
grammar,modality,yo,MDY.ADV,"advisability (should, would be benificial to)",,"should, wile"
grammar,modality,yu,MDY.ABL,ability (can),,"can, able to, ken"
grammar,modality,su,MDY.POS,possibility (might),,"might, possible, ken"
grammar,modality,ri,MDY.PMN,permission (may),,"may, be allowed to, ken"
grammar,modality,fo,MDY.DES,desire (want to),,"want, wile"
grammar,modality,ja,MDY.HTL,hypothetical (suppose),,"spposeed, aledged"
grammar,evedentiality,ze,E.D,"direct perception, direct experience",,"percieve, experience"
grammar,evedentiality,cu,E.I,inference,,infer
grammar,evedentiality,ta,E.R,reported,,"report, say, claim, toki"
grammar,evedentiality,ho,E.M,memory,,"remember, recal"
grammar,evedentiality,sa,E.A,authoritative or documented,,document
grammar,evedentiality,ke,E.S,speculative or assumption,,"speculate, assume"
grammar,tense,ki,T.P,past,,"past, ended, finished, pini"
grammar,tense,ra,T.PR,present,,present
grammar,tense,fa,T.F,future,,"future, kama"
grammar,clause-linking,no,AND,"term conjunction (and), en",,"clause conjunction (and, [comma]), en"
grammar,clause-linking,ya,OR,"term disjunction (or), anu",,"clause disjunction (or), anu"
grammar,clause-linking,vu,XOR,"term exclusive disjunction (xor), anu",,"clause exclusive disjunction (xor), anu"
grammar,clause-linking,te,,,,"clause conjunction: also, additionally, as well, en, sin"
grammar,clause-linking,ce,BUT,"contrast (but, however)",,"clause contrast (but, however), taso"
grammar,clause-linking,ba,MWL,concurrency (meanwhile),,clause concurrency (meanwhile)
grammar,clause-linking,he,ATR,"subsequency (after that, and then)",,"clause subsequency (after that, and then)"
grammar,clause-linking,ga,BCS,"-causing, -making, (see x + an)",,"clause cause, reason (because), tan"
grammar,clause-linking,le,THF,"consequence, result (therefore)",,"clause consequence, result (therefore)"
grammar,clause-linking,wa,IF,"condition (if, on condition that)",,"clause condition (if, on condition that)"
grammar,clause-linking,to,THN,conditional consequent (then),,clause conditional consequent (then)
grammar,subclauses,wi,SC,subclause entering particle,"this, that (demonstrative pronoun and demonstrative determiner), ni",
grammar,subclauses,ku,H,head marker of subclause,emphasis marker for the word that is emphasized in a clause,
grammar,pronouns,fu,P1,"1st (i, me, we exclusive), mi",,
grammar,pronouns,yi,P12,"1st + 2nd (we inclusive), mi",,
grammar,pronouns,li,P2,"2nd (you), sina",,
grammar,pronouns,so,P3,"3rd (he, she, they), ona",,
grammar,pronouns,bu,P3I,"3rd inanimate (it), ona",,
grammar,pronouns,co,P0,indefinite (one),,
grammar,general-morphemes,ma,,"not negation (not love, not happy)",,
grammar,general-morphemes,se,,"absence negation (loveless, happyless)",,
grammar,general-morphemes,je,,"opposite negation (antilove, unhappy)",,
grammar,general-morphemes,ci,,verb object mark,,
grammar,general-morphemes,la,,verb subject mark,,
grammar,general-morphemes,mo,,"compountd word divider (of), pi",,
grammar,general-morphemes,zo,,compound connector. placed between word components to mix their meanings.,,
grammar,general-morphemes,jo,,augment (very),,
grammar,general-morphemes,vi,,deminish (a little),,
grammar,general-morphemes,gi,,"person, jan",,
grammar,general-morphemes,ye,,"female woman, meli",,
grammar,general-morphemes,du,,"male, man, mije",,
grammar,general-morphemes,nu,,"location, place",,
grammar,general-morphemes,go,,"time, tenpo",,
grammar,general-morphemes,ti,,name or forign word marker (placed after),,"name, label, nimi"
grammar,general-morphemes,be,,singular number,,"one, wan"
grammar,general-morphemes,de,,dual number,,"two, tu"
grammar,general-morphemes,ve,,plural number,,"several, mute"
grammar,general-morphemes,ka,,"question content marker (what, as in: who, what, when, where, why, how), seme",,
grammar,general-morphemes,di,,some quantifier,,existence
grammar,general-morphemes,we,,all quantifier,,universal
grammar,general-morphemes,lu,,"only quantifier, tan",,exclusive
grammar,general-morphemes,da,,"-ful, full of, characterized by",,
grammar,general-morphemes,ha,,per (per each),,
grammar,general-morphemes,wu,,-ness (makes abstract noun),,
grammar,general-morphemes,re,,yes,agreement interactional,
grammar,general-morphemes,mi,,no,disagreement interactional,
grammar,general-morphemes,ju,,in general,,
grammar,general-morphemes,pi,,"verbalize, actively-",,
grammar,,ni,,,,
grammar,,lo,,,,
grammar,,bo,,,,
grammar,,pu,,,,
grammar,,ro,,,,
grammar,,ne,,,,
grammar,,wo,,,,
lexicon,volition,mom,,"moral, ethical",,
lexicon,volition,den,,respect,,
lexicon,volition,jod,,"choice, decision, choose",,
lexicon,volition,mim,,"evaluate, assess, rate, judge",,
lexicon,volition,tus,,"lie, delebrately tell falsehood",,
lexicon,volition,sup,,"announce, declare",,
lexicon,volition,kov,,"agree, agreement",,
lexicon,volition,hos,,promise,,
lexicon,volition,sec,,"law, rule",,
lexicon,volition,fas,,obey,,
lexicon,volition,jap,,"lead, lawa",,
lexicon,volition,zic,,follow,,
lexicon,volition,tum,,"hold, carry, bring, jo",,
lexicon,volition,liv,,"take, retrieve, grab, lanpan",,
lexicon,volition,sig,,"prepare, make ready, pali",,
lexicon,volition,hev,,"launch, throw, shoot",,
lexicon,volition,wob,,"laugh, merry",,
lexicon,volition,dic,,"won against, defeated",,
lexicon,volition,big,,"bet, gamble",,
lexicon,volition,div,,voilence,,
lexicon,volition,cip,,"give, provide pana",,
lexicon,volition,sin,,"hide, cover, secret, hidden, concealed",,
lexicon,volition,fol,,"do, perform, execute, take action on, work on, pali",,
lexicon,volition,dug,,"observe, examine, lukin",,
lexicon,volition,lem,,"make, create",,
lexicon,volition,sel,,"fun, play, playing, playful, silly, musi",,
lexicon,volition,fug,,"attempt to, try to, lukin",,
lexicon,volition,jig,,"solve, solution",,
lexicon,volition,fib,,"include, inclusion, accept",,
lexicon,volition,ked,,"excluded, exclusion",,
lexicon,volition,han,,compare,,
lexicon,volition,das,,plan,,
lexicon,volition,vel,,"intend, intension",,
lexicon,volition,ses,,"control, direct, rule, guide, regulate lawa",,
lexicon,volition,jil,,"seek, look for, lukin",,
lexicon,volition,hug,,"commit, commitement",,
lexicon,volition,mec,,"battle, fight, compete agaings, struggle against, utala",,
lexicon,volition,vig,,"steal, seize, grab, capture, lanpan",,
lexicon,volition,kas,,"support, uphold, sustain",,
lexicon,volition,rog,,"enjoyment, pleasure, entertainment, recreation, musi",,
lexicon,volition,mol,,"accomplish, achieve",,
lexicon,thoughts.emotions,dab,,"platonic love, show affection to, have compassion for, olin",,
lexicon,thoughts.emotions,pob,,"frienship, friend",,
lexicon,thoughts.emotions,sim,,"romantic love, passion, olin",,
lexicon,thoughts.emotions,sam,,passion (non-romantic),,
lexicon,thoughts.emotions,job,,lust,,
lexicon,thoughts.emotions,wen,,high energy unpleasant feeling,,
lexicon,thoughts.emotions,pen,,high engery pleasant feeling,,
lexicon,thoughts.emotions,zad,,low energy unpleasant feeling,,
lexicon,thoughts.emotions,zag,,low energy pleasant feeling,,
lexicon,thoughts.emotions,lum,,"bored, boredom",,
lexicon,thoughts.emotions,kiv,,"believe, belief, trust, accept",,
lexicon,thoughts.emotions,mab,,"think, thought",,
lexicon,thoughts.emotions,lad,,disgust,,
lexicon,thoughts.emotions,gas,,"happy, upbeat, enthusiatic",,
lexicon,thoughts.emotions,zug,,"sad, down",,
lexicon,thoughts.emotions,dod,,angry,,
lexicon,thoughts.emotions,tan,,afraid,,
lexicon,thoughts.emotions,his,,"sense, percieve",,
lexicon,thoughts.emotions,kic,,"surprise, shock, shocked",,
lexicon,thoughts.emotions,geg,,"mind, lawa",,
lexicon,thoughts.emotions,yog,,"emotion, feeling, pilin",,
lexicon,thoughts.emotions,mug,,shame,,
lexicon,thoughts.emotions,ben,,"like, preference",,
lexicon,thoughts.emotions,fop,,dislike,,
lexicon,thoughts.emotions,hip,,hate,,
lexicon,thoughts.emotions,vov,,"focus, attention",,
lexicon,thoughts.emotions,jas,,"hurting, pain, suffering",,
lexicon,thoughts.emotions,jun,,"know, knowledge, understand, comprehend sona",,
lexicon,thoughts.emotions,cid,,"decide, choose",,
lexicon,thoughts.emotions,kab,,"gratitude, thanks",,
lexicon,thoughts.emotions,cup,,joy,,
lexicon,thoughts.emotions,vuc,,"feel touch, sense by touch",,
lexicon,thoughts.emotions,suc,,"hear, kute",,
lexicon,thoughts.emotions,tap,,"find, discover",,
lexicon,thoughts.emotions,bic,,comfort,,
lexicon,thoughts.emotions,fuv,,"see, look, view, watch, observe, read, likin",,
lexicon,thoughts.emotions,win,,concept,,
lexicon,thoughts.emotions,juc,,"expect, anticipate",,
lexicon,thoughts.emotions,tam,,awe,,
lexicon,thoughts.emotions,gin,,envy,,
lexicon,thoughts.emotions,fam,,grief,,
lexicon,thoughts.emotions,jen,,"scare, fear, worry, terror, monsuta",,
lexicon,thoughts.emotions,pin,,"disturbed, sickened, horrorified, monsuta",,
lexicon,thoughts.emotions,tom,,"anger, rage",,
lexicon,thoughts.emotions,weg,,"annoyance, irritation",,
lexicon,thoughts.emotions,bop,,stressed,,
lexicon,thoughts.emotions,vam,,frustrated,,
lexicon,thoughts.emotions,zeb,,overwhelmed,,
lexicon,thoughts.emotions,cal,,concerned,,
lexicon,thoughts.emotions,dul,,"motivated, confident, hopeful",,
lexicon,thoughts.emotions,keg,,proud,,
lexicon,thoughts.emotions,bel,,empathy,,
lexicon,thoughts.emotions,mop,,depressed,,
lexicon,thoughts.emotions,luc,,interested,,
lexicon,thoughts.emotions,yos,,"meaning, interperetation",,
lexicon,technology.machines.artifacts,heb,,vehicle,,
lexicon,technology.machines.artifacts,bos,,"building, intoor space, tomo",,
lexicon,technology.machines.artifacts,pup,,chemical,,
lexicon,technology.machines.artifacts,wid,,computer,,
lexicon,technology.machines.artifacts,tad,,engine,,
lexicon,technology.machines.artifacts,bab,,"build, construct, make, pali",,
lexicon,technology.machines.artifacts,vug,,"plastic, rubber",,
lexicon,technology.machines.artifacts,nim,,"write, written, text",,
lexicon,technology.machines.artifacts,yul,,"seat, chair, couch",,
lexicon,technology.machines.artifacts,kep,,bed,,
lexicon,technology.machines.artifacts,gud,,"horizontal surface, thing to put or rest something on, table, supa",,
lexicon,technology.machines.artifacts,kul,,shelf,,
lexicon,technology.machines.artifacts,bac,,lock,,
lexicon,technology.machines.artifacts,wep,,key,,
lexicon,technology.machines.artifacts,gos,,"medication, medicine, pill, cure, medical, misikeke",,
lexicon,technology.machines.artifacts,cud,,"machine, ilo",,
lexicon,technology.machines.artifacts,lip,,"tool, implement, device, ilo",,
